date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume
04-12-2012 08:00,None,276,92,9,330,7,7,283.32,0,0,90,Mist,mist,6112
04-12-2012 09:00,None,106,85,8,320,1,1,283.74,0,0,90,Drizzle,light intensity drizzle,5388
04-12-2012 09:00,None,292,85,7,330,3,3,283.74,0,0,90,Mist,mist,5388
04-12-2012 10:00,None,256,85,6,320,4,4,284.35,0,0,90,Mist,mist,4489
04-12-2012 10:00,None,44,92,4,310,7,7,284.35,0,0,90,Drizzle,light intensity drizzle,4489
04-12-2012 11:00,None,283,85,4,290,6,6,284.95,0,0,90,Rain,light rain,4731
04-12-2012 11:00,None,77,85,3,310,9,9,284.95,0,0,90,Mist,mist,4731
04-12-2012 11:00,None,198,92,4,320,4,4,284.95,0,0,90,Drizzle,light intensity drizzle,4731
04-12-2012 12:00,None,50,92,4,320,7,7,285.11,0,0,90,Mist,mist,4816
04-12-2012 13:00,None,105,85,3,320,6,6,285,0,0,75,Haze,haze,4918
04-12-2012 14:00,None,180,85,3,290,5,5,284.74,0,0,75,Clouds,broken clouds,5292
04-12-2012 15:00,None,76,85,2,310,6,6,284.6,0,0,75,Clouds,broken clouds,5657
04-12-2012 16:00,None,128,78,3,310,5,5,283.7,0,0,40,Clouds,scattered clouds,6647
04-12-2012 17:00,None,180,72,2,0,5,5,281.44,0,0,20,Clouds,few clouds,6434
04-12-2012 18:00,None,195,72,2,0,6,6,280.78,0,0,1,Clear,sky is clear,4551
04-12-2012 19:00,None,79,72,3,220,4,4,279.48,0,0,1,Clear,sky is clear,3186
04-12-2012 20:00,None,254,78,4,220,4,4,279.19,0,0,1,Clear,sky is clear,2773
04-12-2012 21:00,None,168,77,4,220,6,6,278.97,0,0,1,Clear,sky is clear,2360
04-12-2012 22:00,None,293,77,2,220,1,1,279.14,0,0,1,Clear,sky is clear,1811
04-12-2012 23:00,None,116,84,2,210,3,3,278.98,0,0,1,Clear,sky is clear,2544
05-12-2012 01:00,None,45,91,1,210,6,6,278.44,0,0,1,Clear,sky is clear,381
05-12-2012 02:00,None,204,84,1,140,5,5,277.08,0,0,1,Clear,sky is clear,264
05-12-2012 03:00,None,277,84,1,170,8,8,276.05,0,0,1,Clear,sky is clear,341
05-12-2012 04:00,None,85,84,2,120,2,2,274.88,0,0,1,Clear,sky is clear,783
05-12-2012 05:00,None,289,84,3,110,1,1,273.75,0,0,1,Clear,sky is clear,2612
05-12-2012 06:00,None,89,91,3,120,3,3,272.42,0,0,1,Clear,sky is clear,5900
05-12-2012 07:00,None,107,78,2,120,6,6,271.56,0,0,20,Clouds,few clouds,5922
05-12-2012 08:00,None,291,92,1,130,8,8,270.85,0,0,20,Clouds,few clouds,6888
05-12-2012 09:00,None,127,85,0,0,7,7,271.19,0,0,1,Clear,sky is clear,5345
05-12-2012 10:00,None,232,85,0,0,5,5,271.25,0,0,1,Clear,sky is clear,4536
05-12-2012 11:00,None,261,92,3,270,6,6,272.11,0,0,1,Clear,sky is clear,4757
05-12-2012 12:00,None,89,92,1,240,9,9,272.82,0,0,1,Clear,sky is clear,4961
05-12-2012 13:00,None,179,92,2,250,4,4,272.92,0,0,1,Clear,sky is clear,4967
05-12-2012 14:00,None,166,85,2,250,7,7,272.86,0,0,1,Clear,sky is clear,5346
05-12-2012 15:00,None,11,92,3,230,5,5,272.51,0,0,1,Clear,sky is clear,5867
05-12-2012 16:00,None,212,75,2,192,4,4,271.39,0,0,1,Clear,sky is clear,6605
05-12-2012 17:00,None,267,80,2,234,6,6,270.08,0,0,1,Clear,sky is clear,6074
05-12-2012 18:00,None,260,85,3,276,4,4,269.27,0,0,1,Clear,sky is clear,4557
05-12-2012 19:00,None,155,85,3,276,9,9,268.62,0,0,1,Clear,sky is clear,3177
05-12-2012 20:00,None,284,68,3,212,9,9,267.8,0,0,1,Clear,sky is clear,2788
05-12-2012 21:00,None,28,73,0,236,2,2,267.34,0,0,1,Clear,sky is clear,2416
05-12-2012 22:00,None,261,77,0,224,4,4,267.41,0,0,1,Clear,sky is clear,1946
05-12-2012 23:00,None,293,81,0,224,9,9,267.04,0,0,40,Clouds,scattered clouds,1056
06-12-2012 00:00,None,59,81,0,224,2,2,266.24,0,0,40,Clouds,scattered clouds,536
06-12-2012 01:00,None,146,85,2,220,5,5,266.08,0,0,40,Clouds,scattered clouds,348
06-12-2012 02:00,None,235,78,1,250,4,4,265.62,0,0,40,Clouds,scattered clouds,273
06-12-2012 03:00,None,230,85,0,0,7,7,265.22,0,0,40,Clouds,scattered clouds,382
06-12-2012 04:00,None,122,85,0,0,9,9,265.26,0,0,40,Clouds,scattered clouds,780
06-12-2012 05:00,None,158,92,0,0,4,4,265.26,0,0,40,Clouds,scattered clouds,2627
06-12-2012 06:00,None,57,92,0,0,5,5,265.53,0,0,75,Clouds,broken clouds,5545
06-12-2012 07:00,None,67,92,3,110,5,5,265.58,0,0,75,Clouds,broken clouds,6789
06-12-2012 08:00,None,206,92,3,110,8,8,265.98,0,0,75,Clouds,broken clouds,6298
06-12-2012 09:00,None,234,92,4,110,4,4,267.26,0,0,75,Clouds,broken clouds,5391
06-12-2012 10:00,None,146,92,4,110,2,2,269.34,0,0,75,Clouds,broken clouds,4540
06-12-2012 11:00,None,204,92,4,120,9,9,270.72,0,0,75,Clouds,broken clouds,5001
06-12-2012 12:00,None,215,92,4,110,3,3,272.35,0,0,75,Clouds,broken clouds,5098
06-12-2012 13:00,None,27,79,3,120,7,7,273.73,0,0,75,Clouds,broken clouds,5113
06-12-2012 14:00,None,277,85,3,120,9,9,274.13,0,0,90,Clouds,overcast clouds,5522
06-12-2012 15:00,None,224,74,3,130,6,6,274.79,0,0,90,Clouds,overcast clouds,5879
06-12-2012 16:00,None,215,69,3,0,2,2,274.96,0,0,90,Clouds,overcast clouds,6695
06-12-2012 17:00,None,133,51,5,200,2,2,275.13,0,0,90,Clouds,overcast clouds,6587
06-12-2012 18:00,None,25,55,4,200,6,6,275.58,0,0,90,Clouds,overcast clouds,4564
06-12-2012 19:00,None,174,52,3,210,2,2,275.75,0,0,90,Clouds,overcast clouds,3429
06-12-2012 20:00,None,157,56,2,190,5,5,276.37,0,0,90,Clouds,overcast clouds,2983
06-12-2012 21:00,None,285,60,2,160,4,4,276.66,0,0,90,Clouds,overcast clouds,3225
06-12-2012 22:00,None,242,69,2,140,4,4,276.78,0,0,90,Clouds,overcast clouds,2092
06-12-2012 23:00,None,34,69,1,160,5,5,277.52,0,0,90,Clouds,overcast clouds,1204
07-12-2012 00:00,None,277,64,3,170,8,8,277.85,0,0,90,Clouds,overcast clouds,629
07-12-2012 01:00,None,80,52,2,210,5,5,278.47,0,0,90,Clouds,overcast clouds,419
07-12-2012 02:00,None,209,52,4,200,1,1,279.16,0,0,90,Clouds,overcast clouds,322
07-12-2012 03:00,None,56,52,4,200,8,8,279.61,0,0,90,Drizzle,light intensity drizzle,375
07-12-2012 04:00,None,34,48,4,200,4,4,280.07,0,0,90,Clouds,overcast clouds,743
07-12-2012 05:00,None,222,48,4,210,9,9,280.44,0,0,90,Clouds,overcast clouds,2480
07-12-2012 06:00,None,42,51,3,200,1,1,280.17,0,0,90,Drizzle,light intensity drizzle,5555
07-12-2012 06:00,None,223,51,3,190,5,5,280.17,0,0,90,Drizzle,drizzle,5555
07-12-2012 08:00,None,220,51,2,180,7,7,279.21,0,0,90,Clouds,overcast clouds,6012
07-12-2012 09:00,None,38,51,3,190,5,5,278.93,0,0,75,Clouds,broken clouds,5253
07-12-2012 10:00,None,268,51,2,190,5,5,278.85,0,0,75,Clouds,broken clouds,4832
07-12-2012 11:00,None,48,55,3,190,5,5,278.64,0,0,40,Clouds,scattered clouds,5404
07-12-2012 12:00,None,269,55,2,190,1,1,278.98,0,0,40,Clouds,scattered clouds,5654
07-12-2012 13:00,None,174,55,0,0,9,9,278.49,0,0,40,Clouds,scattered clouds,5727
07-12-2012 14:00,None,104,55,0,0,5,5,278.68,0,0,40,Clouds,scattered clouds,5918
07-12-2012 15:00,None,229,55,1,310,7,7,278.39,0,0,40,Clouds,scattered clouds,5938
07-12-2012 16:00,None,277,55,0,0,3,3,277.54,0,0,75,Clouds,broken clouds,6082
07-12-2012 17:00,None,127,59,1,250,2,2,276.58,0,0,75,Clouds,broken clouds,5376
07-12-2012 18:00,None,75,64,2,340,1,1,275.9,0,0,90,Clouds,overcast clouds,4270
07-12-2012 19:00,None,202,59,1,330,7,7,274.77,0,0,90,Clouds,overcast clouds,3231
07-12-2012 20:00,None,44,51,0,0,1,1,274.03,0,0,90,Clouds,overcast clouds,2617
07-12-2012 21:00,None,184,64,3,350,8,8,272.49,0,0,75,Clouds,broken clouds,2995
07-12-2012 22:00,None,121,64,1,340,1,1,271.3,0,0,20,Clouds,few clouds,2652
07-12-2012 23:00,None,299,80,2,360,5,5,270.09,0,0,40,Clouds,scattered clouds,1667
08-12-2012 00:00,None,89,86,1,350,1,1,269.47,0,0,40,Clouds,scattered clouds,1072
08-12-2012 01:00,None,120,86,0,0,1,1,269.28,0,0,20,Clouds,few clouds,674
08-12-2012 02:00,None,101,92,2,20,8,8,269.11,0,0,75,Clouds,broken clouds,526
08-12-2012 03:00,None,195,86,1,10,8,8,268.89,0,0,40,Clouds,scattered clouds,356
08-12-2012 04:00,None,50,85,2,360,7,7,268.65,0,0,40,Clouds,scattered clouds,418
08-12-2012 05:00,None,96,85,0,0,1,1,268.32,0,0,75,Clouds,broken clouds,713
08-12-2012 06:00,None,233,85,1,20,1,1,267.92,0,0,75,Clouds,broken clouds,1192
08-12-2012 07:00,None,60,92,0,0,9,9,268.12,0,0,75,Clouds,broken clouds,1881
08-12-2012 08:00,None,135,92,1,40,7,7,267.58,0,0,40,Clouds,scattered clouds,2687
08-12-2012 09:00,None,155,92,0,0,9,9,269.74,0,0,90,Clouds,overcast clouds,3421
08-12-2012 10:00,None,50,92,2,100,7,7,270.85,0,0,90,Clouds,overcast clouds,3724
08-12-2012 11:00,None,33,100,0,0,2,2,271.65,0,0,90,Clouds,overcast clouds,4465
08-12-2012 12:00,None,293,92,4,100,1,1,272.08,0,0,90,Clouds,overcast clouds,5009
08-12-2012 13:00,None,45,92,5,130,3,3,272.3,0,0,90,Snow,heavy snow,5163
08-12-2012 14:00,None,286,92,2,120,9,9,272.02,0,0,90,Snow,heavy snow,4621
08-12-2012 15:00,None,193,79,5,110,3,3,271.51,0,0,90,Snow,heavy snow,4807
08-12-2012 15:00,None,163,74,4,110,3,3,271.51,0,0,90,Mist,mist,4807
08-12-2012 16:00,None,191,74,5,110,1,1,271.39,0,0,90,Snow,heavy snow,4983
08-12-2012 16:00,None,163,69,4,100,9,9,271.39,0,0,90,Mist,mist,4983
08-12-2012 17:00,None,159,64,4,120,4,4,271.11,0,0,90,Snow,heavy snow,5327
08-12-2012 17:00,None,11,64,5,100,8,8,271.11,0,0,90,Mist,mist,5327
08-12-2012 19:00,None,63,64,4,80,3,3,271.1,0,0,100,Clouds,overcast clouds,3137
08-12-2012 20:00,None,255,64,4,100,5,5,271.1,0,0,100,Clouds,overcast clouds,2678
08-12-2012 21:00,None,55,66,5,110,1,1,271.1,0,0,100,Clouds,overcast clouds,2911
08-12-2012 22:00,None,84,69,5,120,1,1,271.1,0,0,100,Clouds,overcast clouds,2716
08-12-2012 23:00,None,158,69,5,120,2,2,271.1,0,0,100,Clouds,overcast clouds,1860
09-12-2012 01:00,None,12,69,5,120,7,7,269.93,0,0,93,Clouds,overcast clouds,774
09-12-2012 02:00,None,18,74,6,110,8,8,269.93,0,0,93,Clouds,overcast clouds,540
09-12-2012 03:00,None,11,74,4,120,5,5,269.93,0,0,93,Clouds,overcast clouds,321
09-12-2012 04:00,None,247,74,4,100,6,6,269.93,0,0,93,Clouds,overcast clouds,291
09-12-2012 05:00,None,37,74,4,120,8,8,269.93,0,0,93,Clouds,overcast clouds,458
09-12-2012 06:00,None,299,74,6,120,7,7,269.93,0,0,93,Clouds,overcast clouds,759
09-12-2012 07:00,None,190,93,6,120,5,5,269.71,0,0,0,Clear,sky is clear,938
09-12-2012 08:00,None,275,93,5,100,1,1,269.71,0,0,0,Clear,sky is clear,1438
09-12-2012 09:00,None,92,100,4,100,5,5,269.71,0,0,0,Clear,sky is clear,1916
09-12-2012 10:00,None,262,100,5,100,2,2,269.71,0,0,0,Clear,sky is clear,2483
09-12-2012 11:00,None,267,100,5,100,4,4,269.71,0,0,0,Clear,sky is clear,2299
09-12-2012 12:00,None,57,100,6,110,4,4,269.71,0,0,0,Clear,sky is clear,1824
09-12-2012 13:00,None,143,100,5,100,3,3,273.62,0,0,54,Clouds,broken clouds,1686
09-12-2012 14:00,None,208,100,4,90,6,6,273.62,0,0,54,Clouds,broken clouds,1715
09-12-2012 15:00,None,145,100,4,110,3,3,273.02,0,0,90,Mist,mist,1989
09-12-2012 16:00,None,92,100,4,100,8,8,272.55,0,0,90,Mist,mist,1773
09-12-2012 17:00,None,275,100,3,90,5,5,271.98,0,0,90,Mist,mist,1607
09-12-2012 18:00,None,228,93,3,90,3,3,271.87,0,0,75,Mist,mist,1338
09-12-2012 19:00,None,28,100,3,110,5,5,271.92,0,0,90,Clouds,overcast clouds,1261
09-12-2012 20:00,None,27,100,2,120,8,8,272.14,0,0,90,Clouds,overcast clouds,1031
09-12-2012 21:00,None,188,100,0,0,7,7,272.12,0,0,90,Clouds,overcast clouds,944
09-12-2012 22:00,None,32,100,0,0,5,5,272.35,0,0,90,Clouds,overcast clouds,982
09-12-2012 23:00,None,253,100,0,0,6,6,272.93,0,0,90,Snow,heavy snow,641
10-12-2012 00:00,None,116,100,2,300,8,8,272.82,0,0,90,Snow,heavy snow,357
10-12-2012 01:00,None,140,100,3,310,3,3,272.24,0,0,90,Snow,heavy snow,268
10-12-2012 01:00,None,19,100,2,300,9,9,272.24,0,0,90,Mist,mist,268
10-12-2012 01:00,None,208,100,2,290,7,7,272.24,0,0,90,Snow,snow,268
10-12-2012 02:00,None,99,100,3,300,4,4,272.01,0,0,90,Snow,heavy snow,216
10-12-2012 02:00,None,153,100,3,300,5,5,272.01,0,0,90,Mist,mist,216
10-12-2012 02:00,None,118,100,4,310,3,3,272.01,0,0,90,Snow,snow,216
10-12-2012 03:00,None,213,100,3,310,6,6,272.01,0,0,90,Snow,heavy snow,339
10-12-2012 03:00,None,53,100,3,300,6,6,272.01,0,0,90,Mist,mist,339
10-12-2012 03:00,None,17,100,2,290,1,1,272.01,0,0,90,Snow,snow,339
10-12-2012 04:00,None,162,100,3,300,4,4,271.95,0,0,90,Snow,heavy snow,794
10-12-2012 04:00,None,26,100,5,280,7,7,271.95,0,0,90,Mist,mist,794
10-12-2012 04:00,None,246,100,4,290,5,5,271.95,0,0,90,Snow,snow,794
10-12-2012 05:00,None,65,92,4,300,8,8,272.07,0,0,90,Snow,heavy snow,2139
10-12-2012 05:00,None,53,92,4,290,1,1,272.07,0,0,90,Mist,mist,2139
10-12-2012 06:00,None,250,92,4,300,6,6,272.18,0,0,90,Snow,heavy snow,3902
10-12-2012 06:00,None,48,92,3,300,5,5,272.18,0,0,90,Mist,mist,3902
10-12-2012 07:00,None,139,100,4,310,1,1,272.35,0,0,90,Snow,heavy snow,4433
10-12-2012 07:00,None,107,92,5,310,2,2,272.35,0,0,90,Mist,mist,4433
10-12-2012 08:00,None,290,92,6,310,3,3,272.35,0,0,90,Snow,snow,4265
10-12-2012 08:00,None,89,92,5,280,8,8,272.35,0,0,90,Fog,fog,4265
10-12-2012 08:00,None,297,92,4,300,9,9,272.35,0,0,90,Snow,heavy snow,4265
10-12-2012 08:00,None,243,92,4,330,2,2,272.35,0,0,90,Mist,mist,4265
10-12-2012 09:00,None,178,92,4,320,7,7,272.35,0,0,90,Snow,snow,4057
10-12-2012 09:00,None,88,92,4,310,8,8,272.35,0,0,90,Fog,fog,4057
10-12-2012 09:00,None,80,92,3,330,5,5,272.35,0,0,90,Snow,heavy snow,4057
10-12-2012 09:00,None,272,92,4,310,7,7,272.35,0,0,90,Mist,mist,4057
10-12-2012 10:00,None,209,85,2,340,4,4,272.52,0,0,90,Fog,fog,3599
10-12-2012 10:00,None,220,85,3,340,8,8,272.52,0,0,90,Snow,snow,3599
10-12-2012 10:00,None,27,85,1,300,2,2,272.52,0,0,90,Snow,heavy snow,3599
10-12-2012 10:00,None,282,85,2,320,8,8,272.52,0,0,90,Mist,mist,3599
10-12-2012 11:00,None,219,92,2,290,9,9,272.41,0,0,90,Snow,snow,3761
10-12-2012 11:00,None,126,92,2,320,1,1,272.41,0,0,90,Fog,fog,3761
10-12-2012 11:00,None,113,92,2,320,9,9,272.41,0,0,90,Snow,heavy snow,3761
10-12-2012 12:00,None,86,92,1,330,5,5,272.41,0,0,90,Fog,fog,3866
10-12-2012 12:00,None,20,92,2,40,4,4,272.41,0,0,90,Snow,snow,3866
10-12-2012 12:00,None,60,92,0,0,9,9,272.41,0,0,90,Snow,heavy snow,3866
10-12-2012 13:00,None,16,92,0,0,6,6,272.41,0,0,90,Fog,fog,3882
10-12-2012 13:00,None,46,92,0,0,8,8,272.41,0,0,90,Snow,snow,3882
10-12-2012 13:00,None,270,85,0,0,7,7,272.41,0,0,90,Snow,heavy snow,3882
10-12-2012 14:00,None,71,79,0,0,1,1,272.12,0,0,90,Snow,snow,4205
10-12-2012 14:00,None,209,79,1,180,4,4,272.12,0,0,90,Fog,fog,4205
10-12-2012 14:00,None,99,79,0,0,6,6,272.12,0,0,90,Snow,heavy snow,4205
10-12-2012 15:00,None,88,79,1,120,3,3,272.07,0,0,90,Snow,snow,4400
10-12-2012 15:00,None,64,79,1,70,2,2,272.07,0,0,90,Fog,fog,4400
10-12-2012 15:00,None,230,79,2,130,6,6,272.07,0,0,90,Snow,heavy snow,4400
10-12-2012 16:00,None,101,85,2,130,7,7,271.89,0,0,90,Snow,snow,4685
10-12-2012 16:00,None,83,85,2,130,1,1,271.89,0,0,90,Fog,fog,4685
10-12-2012 16:00,None,65,79,2,130,2,2,271.89,0,0,90,Snow,heavy snow,4685
10-12-2012 17:00,None,241,79,2,130,3,3,271.74,0,0,90,Snow,heavy snow,4208
10-12-2012 17:00,None,188,85,1,140,1,1,271.74,0,0,90,Mist,mist,4208
10-12-2012 17:00,None,70,85,1,140,3,3,271.74,0,0,90,Snow,snow,4208
10-12-2012 17:00,None,126,85,2,100,7,7,271.74,0,0,90,Fog,fog,4208
10-12-2012 18:00,None,87,92,2,110,3,3,271.4,0,0,90,Snow,heavy snow,3516
10-12-2012 18:00,None,245,92,3,110,8,8,271.4,0,0,90,Mist,mist,3516
10-12-2012 19:00,None,42,92,3,110,6,6,270.91,0,0,90,Snow,heavy snow,2520
10-12-2012 19:00,None,64,92,3,120,5,5,270.91,0,0,90,Mist,mist,2520
10-12-2012 19:00,None,252,92,3,120,5,5,270.91,0,0,90,Snow,snow,2520
10-12-2012 20:00,None,283,92,2,70,5,5,270.81,0,0,90,Snow,heavy snow,2131
10-12-2012 20:00,None,83,92,3,130,5,5,270.81,0,0,90,Mist,mist,2131
10-12-2012 20:00,None,30,92,3,110,8,8,270.81,0,0,90,Snow,snow,2131
10-12-2012 21:00,None,210,92,3,60,8,8,269.78,0,0,90,Snow,heavy snow,1983
10-12-2012 21:00,None,163,85,2,80,4,4,269.78,0,0,90,Mist,mist,1983
10-12-2012 22:00,None,263,85,3,50,3,3,268.41,0,0,90,Snow,heavy snow,1684
10-12-2012 22:00,None,216,79,2,30,3,3,268.41,0,0,90,Mist,mist,1684
10-12-2012 23:00,None,158,79,0,0,8,8,266.76,0,0,90,Snow,heavy snow,976
10-12-2012 23:00,None,192,79,0,0,6,6,266.76,0,0,90,Mist,mist,976
11-12-2012 00:00,None,270,79,0,0,8,8,265.17,0,0,90,Snow,heavy snow,450
11-12-2012 00:00,None,53,79,0,0,7,7,265.17,0,0,90,Mist,mist,450
11-12-2012 01:00,None,153,79,0,0,6,6,264.04,0,0,90,Snow,heavy snow,314
11-12-2012 02:00,None,253,79,0,0,3,3,263.58,0,0,90,Snow,heavy snow,255
11-12-2012 03:00,None,14,79,0,0,6,6,263.07,0,0,90,Snow,heavy snow,344
11-12-2012 04:00,None,71,79,0,0,2,2,262.31,0,0,90,Snow,heavy snow,789
11-12-2012 04:00,None,35,86,1,210,3,3,262.31,0,0,90,Mist,mist,789
11-12-2012 05:00,None,193,79,2,200,2,2,261.68,0,0,75,Snow,heavy snow,2531
11-12-2012 06:00,None,45,86,0,0,1,1,261.45,0,0,75,Snow,heavy snow,4867
11-12-2012 07:00,None,39,92,2,180,2,2,261.18,0,0,90,Snow,heavy snow,5263
11-12-2012 08:00,None,78,92,2,200,2,2,260.75,0,0,90,Snow,heavy snow,5325
11-12-2012 09:00,None,241,92,3,250,2,2,260.77,0,0,90,Clouds,overcast clouds,5137
11-12-2012 10:00,None,185,86,5,280,1,1,260.81,0,0,75,Snow,heavy snow,4582
11-12-2012 11:00,None,287,86,2,240,3,3,260.85,0,0,40,Clouds,scattered clouds,4202
11-12-2012 12:00,None,42,86,2,260,8,8,261,0,0,20,Clouds,few clouds,4396
11-12-2012 13:00,None,78,92,3,230,7,7,261.99,0,0,20,Clouds,few clouds,4519
11-12-2012 14:00,None,264,92,3,220,1,1,262.23,0,0,40,Clouds,scattered clouds,4890
11-12-2012 15:00,None,59,92,2,220,1,1,261.58,0,0,40,Clouds,scattered clouds,5139
11-12-2012 16:00,None,32,92,3,200,9,9,260.25,0,0,75,Clouds,broken clouds,5242
11-12-2012 17:00,None,263,86,4,180,6,6,259.04,0,0,40,Clouds,scattered clouds,4913
11-12-2012 18:00,None,173,92,3,190,1,1,257.81,0,0,40,Clouds,scattered clouds,4415
11-12-2012 19:00,None,282,86,2,170,5,5,257.01,0,0,75,Clouds,broken clouds,2880
11-12-2012 20:00,None,190,86,0,225,3,3,255.94,0,0,75,Clouds,broken clouds,2425
11-12-2012 21:00,None,259,43,1,187,6,6,256.23,0,0,90,Clouds,overcast clouds,2273
11-12-2012 22:00,None,246,86,3,150,5,5,256.06,0,0,40,Haze,haze,1746
11-12-2012 23:00,None,241,86,0,0,6,6,256.73,0,0,90,Clouds,overcast clouds,1007
12-12-2012 00:00,None,131,86,1,100,7,7,257.71,0,0,90,Mist,mist,571
12-12-2012 00:00,None,251,86,2,100,8,8,257.71,0,0,90,Snow,heavy snow,571
12-12-2012 01:00,None,143,92,0,0,2,2,258.71,0,0,90,Snow,heavy snow,349
12-12-2012 02:00,None,80,92,2,230,7,7,259.76,0,0,90,Snow,heavy snow,245
12-12-2012 03:00,None,288,92,2,310,7,7,260.13,0,0,90,Snow,heavy snow,357
12-12-2012 03:00,None,228,92,3,340,6,6,260.13,0,0,90,Mist,mist,357
12-12-2012 04:00,None,194,74,3,360,3,3,260.39,0,0,90,Snow,heavy snow,833
12-12-2012 04:00,None,226,68,4,360,7,7,260.39,0,0,90,Mist,mist,833
12-12-2012 05:00,None,290,73,5,340,9,9,260.57,0,0,90,Snow,heavy snow,2620
12-12-2012 06:00,None,290,85,5,340,1,1,260.71,0,0,75,Clouds,broken clouds,5178
12-12-2012 07:00,None,134,92,5,350,9,9,260.64,0,0,90,Mist,mist,5771
12-12-2012 07:00,None,188,85,5,340,4,4,260.64,0,0,90,Snow,heavy snow,5771
12-12-2012 08:00,None,44,85,6,340,4,4,260.42,0,0,40,Snow,heavy snow,5586
12-12-2012 08:00,None,79,85,6,340,2,2,260.42,0,0,40,Mist,mist,5586
12-12-2012 09:00,None,187,92,7,350,4,4,261.16,0,0,40,Clouds,scattered clouds,5310
12-12-2012 10:00,None,58,92,8,340,3,3,262.17,0,0,90,Clouds,overcast clouds,4313
12-12-2012 11:00,None,77,92,9,340,4,4,262.9,0,0,16,Clouds,few clouds,4583
12-12-2012 13:00,None,16,85,8,350,6,6,268.75,0,0,89,Clouds,overcast clouds,4810
12-12-2012 14:00,None,103,79,9,340,8,8,268.75,0,0,89,Clouds,overcast clouds,5320
12-12-2012 15:00,None,90,76,8,340,1,1,265.93,0,0,89,Clouds,overcast clouds,5497
12-12-2012 16:00,None,259,73,6,340,6,6,264.82,0,0,89,Clouds,overcast clouds,6208
12-12-2012 17:00,None,47,73,8,330,5,5,263.96,0,0,89,Clouds,overcast clouds,5574
12-12-2012 18:00,None,54,68,8,330,7,7,263.59,0,0,89,Clouds,overcast clouds,4371
12-12-2012 19:00,None,146,73,8,310,2,2,262.79,0,0,89,Clouds,overcast clouds,3104
12-12-2012 20:00,None,238,79,8,320,9,9,261.11,0,0,40,Mist,mist,2616
12-12-2012 21:00,None,192,73,9,330,9,9,261.3,0,0,90,Fog,fog,2425
12-12-2012 21:00,None,213,79,8,320,6,6,261.3,0,0,90,Mist,mist,2425
12-12-2012 22:00,None,120,78,8,320,4,4,259.06,0,0,20,Mist,mist,1928
12-12-2012 23:00,None,77,78,8,320,2,2,258.94,0,0,75,Mist,mist,1081
13-12-2012 00:00,None,47,78,8,320,8,8,259.58,0,0,20,Mist,mist,590
13-12-2012 00:00,None,207,78,7,320,1,1,259.58,0,0,20,Haze,haze,590
13-12-2012 01:00,None,101,85,7,320,9,9,259.11,0,0,90,Mist,mist,371
13-12-2012 02:00,None,273,78,5,320,7,7,260.43,0,0,75,Mist,mist,268
13-12-2012 03:00,None,252,85,6,320,8,8,261.58,0,0,75,Mist,mist,356
13-12-2012 04:00,None,125,78,5,310,2,2,262.9,0,0,90,Mist,mist,876
13-12-2012 05:00,None,104,78,5,310,7,7,264.28,0,0,90,Mist,mist,2651
13-12-2012 06:00,None,222,78,5,330,8,8,265.22,0,0,75,Mist,mist,5183
13-12-2012 07:00,None,255,78,3,320,3,3,266.42,0,0,90,Mist,mist,6385
13-12-2012 08:00,None,182,84,3,310,2,2,267.86,0,0,90,Clouds,overcast clouds,6038
13-12-2012 09:00,None,294,78,4,310,7,7,269.47,0,0,90,Clouds,overcast clouds,5045
13-12-2012 10:00,None,88,78,4,310,1,1,271.36,0,0,90,Clouds,overcast clouds,4531
13-12-2012 11:00,None,289,72,3,330,4,4,273.17,0,0,75,Clouds,broken clouds,5031
13-12-2012 12:00,None,158,66,3,310,7,7,274.99,0,0,75,Clouds,broken clouds,5050
13-12-2012 13:00,None,288,61,4,290,5,5,275.95,0,0,75,Clouds,broken clouds,4989
13-12-2012 14:00,None,235,67,4,320,3,3,276.46,0,0,75,Clouds,broken clouds,5622
13-12-2012 15:00,None,127,62,2,300,4,4,276.7,0,0,75,Clouds,broken clouds,5698
13-12-2012 16:00,None,82,62,2,290,7,7,276.12,0,0,90,Clouds,overcast clouds,6132
13-12-2012 17:00,None,15,57,2,310,9,9,275.37,0,0,90,Clouds,overcast clouds,5331
13-12-2012 18:00,None,31,62,3,220,9,9,274.66,0,0,90,Clouds,overcast clouds,4534
13-12-2012 19:00,None,188,72,2,230,8,8,274.9,0,0,90,Clouds,overcast clouds,3275
13-12-2012 20:00,None,205,66,2,250,8,8,275.56,0,0,90,Clouds,overcast clouds,2982
13-12-2012 21:00,None,118,72,1,210,5,5,275.95,0,0,90,Clouds,overcast clouds,2632
13-12-2012 22:00,None,194,78,1,190,5,5,276.06,0,0,40,Clouds,scattered clouds,2074
13-12-2012 23:00,None,64,78,1,210,8,8,275.53,0,0,20,Clouds,few clouds,1158
14-12-2012 00:00,None,238,85,1,210,8,8,275.35,0,0,90,Clouds,overcast clouds,652
14-12-2012 01:00,None,28,78,0,0,1,1,275.5,0,0,90,Clouds,overcast clouds,411
14-12-2012 02:00,None,225,78,0,0,5,5,275.22,0,0,90,Clouds,overcast clouds,371
14-12-2012 03:00,None,57,85,0,0,2,2,274.99,0,0,90,Clouds,overcast clouds,447
