datetime,traffic_volume,Trucks,Cars,Bikes,taxi,Bus,Auto,others,Location
21-01-2014 16:00,6322,189,2023,1896,189,189,1833,3,Ghansoli
21-01-2014 17:00,5850,175,1872,1755,175,175,1696,2,Ghansoli
21-01-2014 19:00,2923,87,935,876,87,87,847,4,Ghansoli
21-01-2014 20:00,2517,75,805,755,75,75,729,3,Ghansoli
21-01-2014 21:00,2269,68,726,680,68,68,658,1,Ghansoli
21-01-2014 22:00,1364,40,436,409,40,40,395,4,Ghansoli
21-01-2014 23:00,845,25,270,253,25,25,245,2,Ghansoli
21-01-2014 23:00,845,25,270,253,25,25,245,2,Ghansoli
22-01-2014 00:00,416,12,133,124,12,12,120,3,Ghansoli
22-01-2014 01:00,300,9,96,90,9,9,87,0,Ghansoli
22-01-2014 01:00,300,9,96,90,9,9,87,0,Ghansoli
22-01-2014 02:00,271,8,86,81,8,8,78,2,Ghansoli
22-01-2014 02:00,271,8,86,81,8,8,78,2,Ghansoli
22-01-2014 03:00,364,10,116,109,10,10,105,4,Ghansoli
22-01-2014 03:00,364,10,116,109,10,10,105,4,Ghansoli
22-01-2014 04:00,792,23,253,237,23,23,229,4,Ghansoli
22-01-2014 05:00,2461,73,787,738,73,73,713,4,Ghansoli
22-01-2014 06:00,5607,168,1794,1682,168,168,1626,1,Ghansoli
22-01-2014 07:00,4802,144,1536,1440,144,144,1392,2,Ghansoli
22-01-2014 08:00,5120,153,1638,1536,153,153,1484,3,Ghansoli
22-01-2014 09:00,4939,148,1580,1481,148,148,1432,2,Ghansoli
22-01-2014 10:00,4143,124,1325,1242,124,124,1201,3,Ghansoli
22-01-2014 10:00,4143,124,1325,1242,124,124,1201,3,Ghansoli
22-01-2014 11:00,4186,125,1339,1255,125,125,1213,4,Ghansoli
22-01-2014 12:00,4423,132,1415,1326,132,132,1282,4,Ghansoli
22-01-2014 12:00,4423,132,1415,1326,132,132,1282,4,Ghansoli
22-01-2014 13:00,4601,138,1472,1380,138,138,1334,1,Ghansoli
22-01-2014 14:00,4994,149,1598,1498,149,149,1448,3,Ghansoli
22-01-2014 15:00,5446,163,1742,1633,163,163,1579,3,Ghansoli
22-01-2014 16:00,6427,192,2056,1928,192,192,1863,4,Ghansoli
22-01-2014 17:00,6095,182,1950,1828,182,182,1767,4,Ghansoli
22-01-2014 18:00,4504,135,1441,1351,135,135,1306,1,Ghansoli
22-01-2014 19:00,3178,95,1016,953,95,95,921,3,Ghansoli
22-01-2014 20:00,2488,74,796,746,74,74,721,3,Ghansoli
22-01-2014 21:00,2211,66,707,663,66,66,641,2,Ghansoli
22-01-2014 22:00,1503,45,480,450,45,45,435,3,Ghansoli
22-01-2014 23:00,924,27,295,277,27,27,267,4,Ghansoli
23-01-2014 00:00,490,14,156,147,14,14,142,3,Ghansoli
23-01-2014 01:00,266,7,85,79,7,7,77,4,Ghansoli
23-01-2014 02:00,244,7,78,73,7,7,70,2,Ghansoli
23-01-2014 03:00,337,10,107,101,10,10,97,2,Ghansoli
23-01-2014 04:00,754,22,241,226,22,22,218,3,Ghansoli
23-01-2014 05:00,2484,74,794,745,74,74,720,3,Ghansoli
23-01-2014 07:00,5859,175,1874,1757,175,175,1699,4,Ghansoli
23-01-2014 08:00,4958,148,1586,1487,148,148,1437,4,Ghansoli
23-01-2014 09:00,4250,127,1360,1275,127,127,1232,2,Ghansoli
23-01-2014 10:00,3885,116,1243,1165,116,116,1126,3,Ghansoli
23-01-2014 11:00,4024,120,1287,1207,120,120,1166,4,Ghansoli
23-01-2014 12:00,4499,134,1439,1349,134,134,1304,5,Ghansoli
23-01-2014 13:00,4547,136,1455,1364,136,136,1318,2,Ghansoli
23-01-2014 14:00,4766,142,1525,1429,142,142,1382,4,Ghansoli
23-01-2014 15:00,4946,148,1582,1483,148,148,1434,3,Ghansoli
23-01-2014 16:00,5953,178,1904,1785,178,178,1726,4,Ghansoli
23-01-2014 17:00,5676,170,1816,1702,170,170,1646,2,Ghansoli
23-01-2014 18:00,4027,120,1288,1208,120,120,1167,4,Ghansoli
23-01-2014 19:00,2857,85,914,857,85,85,828,3,Ghansoli
23-01-2014 20:00,2475,74,792,742,74,74,717,2,Ghansoli
23-01-2014 21:00,3836,115,1227,1150,115,115,1112,2,Ghansoli
23-01-2014 23:00,1137,34,363,341,34,34,329,2,Ghansoli
24-01-2014 00:00,594,17,190,178,17,17,172,3,Ghansoli
24-01-2014 01:00,340,10,108,102,10,10,98,2,Ghansoli
24-01-2014 02:00,279,8,89,83,8,8,80,3,Ghansoli
24-01-2014 03:00,369,11,118,110,11,11,107,1,Ghansoli
24-01-2014 04:00,728,21,232,218,21,21,211,4,Ghansoli
24-01-2014 05:00,2542,76,813,762,76,76,737,2,Ghansoli
24-01-2014 06:00,5335,160,1707,1600,160,160,1547,1,Ghansoli
24-01-2014 07:00,6398,191,2047,1919,191,191,1855,4,Ghansoli
24-01-2014 08:00,5685,170,1819,1705,170,170,1648,3,Ghansoli
24-01-2014 09:00,4921,147,1574,1476,147,147,1427,3,Ghansoli
24-01-2014 10:00,4446,133,1422,1333,133,133,1289,3,Ghansoli
24-01-2014 11:00,4845,145,1550,1453,145,145,1405,2,Ghansoli
24-01-2014 12:00,5231,156,1673,1569,156,156,1516,5,Ghansoli
24-01-2014 13:00,5192,155,1661,1557,155,155,1505,4,Ghansoli
24-01-2014 14:00,5482,164,1754,1644,164,164,1589,3,Ghansoli
24-01-2014 15:00,5903,177,1888,1770,177,177,1711,3,Ghansoli
24-01-2014 16:00,4880,146,1561,1464,146,146,1415,2,Ghansoli
24-01-2014 16:00,4880,146,1561,1464,146,146,1415,2,Ghansoli
24-01-2014 18:00,3449,103,1103,1034,103,103,1000,3,Ghansoli
24-01-2014 18:00,3449,103,1103,1034,103,103,1000,3,Ghansoli
24-01-2014 18:00,3449,103,1103,1034,103,103,1000,3,Ghansoli
24-01-2014 19:00,2888,86,924,866,86,86,837,3,Ghansoli
24-01-2014 19:00,2888,86,924,866,86,86,837,3,Ghansoli
24-01-2014 19:00,2888,86,924,866,86,86,837,3,Ghansoli
24-01-2014 20:00,2415,72,772,724,72,72,700,3,Ghansoli
24-01-2014 20:00,2415,72,772,724,72,72,700,3,Ghansoli
24-01-2014 21:00,2560,76,819,768,76,76,742,3,Ghansoli
24-01-2014 22:00,3473,104,1111,1041,104,104,1007,2,Ghansoli
24-01-2014 23:00,1571,47,502,471,47,47,455,2,Ghansoli
25-01-2014 00:00,940,28,300,282,28,28,272,2,Ghansoli
25-01-2014 01:00,613,18,196,183,18,18,177,3,Ghansoli
25-01-2014 02:00,465,13,148,139,13,13,134,5,Ghansoli
25-01-2014 03:00,369,11,118,110,11,11,107,1,Ghansoli
25-01-2014 04:00,392,11,125,117,11,11,113,4,Ghansoli
25-01-2014 05:00,667,20,213,200,20,20,193,1,Ghansoli
25-01-2014 06:00,1208,36,386,362,36,36,350,2,Ghansoli
25-01-2014 07:00,2022,60,647,606,60,60,586,3,Ghansoli
25-01-2014 08:00,2926,87,936,877,87,87,848,4,Ghansoli
25-01-2014 09:00,3179,95,1017,953,95,95,921,3,Ghansoli
25-01-2014 10:00,3639,109,1164,1091,109,109,1055,2,Ghansoli
25-01-2014 11:00,4032,120,1290,1209,120,120,1169,4,Ghansoli
25-01-2014 12:00,4539,136,1452,1361,136,136,1316,2,Ghansoli
25-01-2014 13:00,4435,133,1419,1330,133,133,1286,1,Ghansoli
25-01-2014 14:00,4521,135,1446,1356,135,135,1311,3,Ghansoli
25-01-2014 15:00,4762,142,1523,1428,142,142,1380,5,Ghansoli
25-01-2014 16:00,4582,137,1466,1374,137,137,1328,3,Ghansoli
25-01-2014 17:00,4278,128,1368,1283,128,128,1240,3,Ghansoli
25-01-2014 18:00,4144,124,1326,1243,124,124,1201,2,Ghansoli
25-01-2014 19:00,3347,100,1071,1004,100,100,970,2,Ghansoli
25-01-2014 20:00,2691,80,861,807,80,80,780,3,Ghansoli
25-01-2014 21:00,2723,81,871,816,81,81,789,4,Ghansoli
25-01-2014 22:00,3917,117,1253,1175,117,117,1135,3,Ghansoli
25-01-2014 22:00,3917,117,1253,1175,117,117,1135,3,Ghansoli
25-01-2014 23:00,1922,57,615,576,57,57,557,3,Ghansoli
25-01-2014 23:00,1922,57,615,576,57,57,557,3,Ghansoli
25-01-2014 23:00,1922,57,615,576,57,57,557,3,Ghansoli
26-01-2014 00:00,1063,31,340,318,31,31,308,4,Ghansoli
26-01-2014 00:00,1063,31,340,318,31,31,308,4,Ghansoli
26-01-2014 00:00,1063,31,340,318,31,31,308,4,Ghansoli
26-01-2014 01:00,600,18,192,180,18,18,174,0,Ghansoli
26-01-2014 01:00,600,18,192,180,18,18,174,0,Ghansoli
26-01-2014 01:00,600,18,192,180,18,18,174,0,Ghansoli
26-01-2014 02:00,477,14,152,143,14,14,138,2,Ghansoli
26-01-2014 02:00,477,14,152,143,14,14,138,2,Ghansoli
26-01-2014 02:00,477,14,152,143,14,14,138,2,Ghansoli
26-01-2014 03:00,332,9,106,99,9,9,96,4,Ghansoli
26-01-2014 03:00,332,9,106,99,9,9,96,4,Ghansoli
26-01-2014 03:00,332,9,106,99,9,9,96,4,Ghansoli
26-01-2014 04:00,303,9,96,90,9,9,87,3,Ghansoli
26-01-2014 04:00,303,9,96,90,9,9,87,3,Ghansoli
26-01-2014 05:00,462,13,147,138,13,13,133,5,Ghansoli
26-01-2014 05:00,462,13,147,138,13,13,133,5,Ghansoli
26-01-2014 06:00,733,21,234,219,21,21,212,5,Ghansoli
26-01-2014 07:00,1190,35,380,357,35,35,345,3,Ghansoli
26-01-2014 07:00,1190,35,380,357,35,35,345,3,Ghansoli
26-01-2014 09:00,2131,63,681,639,63,63,617,5,Ghansoli
26-01-2014 10:00,2643,79,845,792,79,79,766,3,Ghansoli
26-01-2014 11:00,3100,93,992,930,93,93,899,0,Ghansoli
26-01-2014 12:00,3411,102,1091,1023,102,102,989,2,Ghansoli
26-01-2014 13:00,3581,107,1145,1074,107,107,1038,3,Ghansoli
26-01-2014 14:00,3508,105,1122,1052,105,105,1017,2,Ghansoli
26-01-2014 15:00,3575,107,1144,1072,107,107,1036,2,Ghansoli
26-01-2014 16:00,3701,111,1184,1110,111,111,1073,1,Ghansoli
26-01-2014 17:00,3254,97,1041,976,97,97,943,3,Ghansoli
26-01-2014 18:00,2712,81,867,813,81,81,786,3,Ghansoli
26-01-2014 19:00,2089,62,668,626,62,62,605,4,Ghansoli
26-01-2014 20:00,1695,50,542,508,50,50,491,4,Ghansoli
26-01-2014 21:00,1432,42,458,429,42,42,415,4,Ghansoli
26-01-2014 22:00,1128,33,360,338,33,33,327,4,Ghansoli
26-01-2014 23:00,738,22,236,221,22,22,214,1,Ghansoli
27-01-2014 00:00,405,12,129,121,12,12,117,2,Ghansoli
27-01-2014 01:00,243,7,77,72,7,7,70,3,Ghansoli
27-01-2014 02:00,195,5,62,58,5,5,56,4,Ghansoli
27-01-2014 03:00,270,8,86,81,8,8,78,1,Ghansoli
27-01-2014 04:00,689,20,220,206,20,20,199,4,Ghansoli
27-01-2014 05:00,2213,66,708,663,66,66,641,3,Ghansoli
27-01-2014 06:00,4453,133,1424,1335,133,133,1291,4,Ghansoli
27-01-2014 07:00,4360,130,1395,1308,130,130,1264,3,Ghansoli
27-01-2014 08:00,3706,111,1185,1111,111,111,1074,3,Ghansoli
27-01-2014 09:00,3570,107,1142,1071,107,107,1035,1,Ghansoli
27-01-2014 10:00,3151,94,1008,945,94,94,913,3,Ghansoli
27-01-2014 11:00,3314,99,1060,994,99,99,961,2,Ghansoli
27-01-2014 12:00,3522,105,1127,1056,105,105,1021,3,Ghansoli
27-01-2014 13:00,3675,110,1176,1102,110,110,1065,2,Ghansoli
27-01-2014 14:00,4181,125,1337,1254,125,125,1212,3,Ghansoli
27-01-2014 15:00,4412,132,1411,1323,132,132,1279,3,Ghansoli
27-01-2014 16:00,5028,150,1608,1508,150,150,1458,4,Ghansoli
27-01-2014 17:00,4760,142,1523,1428,142,142,1380,3,Ghansoli
27-01-2014 18:00,3366,100,1077,1009,100,100,976,4,Ghansoli
27-01-2014 19:00,2305,69,737,691,69,69,668,2,Ghansoli
27-01-2014 20:00,1763,52,564,528,52,52,511,4,Ghansoli
27-01-2014 21:00,1721,51,550,516,51,51,499,3,Ghansoli
27-01-2014 22:00,1182,35,378,354,35,35,342,3,Ghansoli
27-01-2014 23:00,824,24,263,247,24,24,238,4,Ghansoli
28-01-2014 00:00,466,13,149,139,13,13,135,4,Ghansoli
28-01-2014 01:00,256,7,81,76,7,7,74,4,Ghansoli
28-01-2014 02:00,194,5,62,58,5,5,56,3,Ghansoli
28-01-2014 03:00,334,10,106,100,10,10,96,2,Ghansoli
28-01-2014 04:00,723,21,231,216,21,21,209,4,Ghansoli
28-01-2014 05:00,2238,67,716,671,67,67,649,1,Ghansoli
28-01-2014 06:00,4611,138,1475,1383,138,138,1337,2,Ghansoli
28-01-2014 07:00,5071,152,1622,1521,152,152,1470,2,Ghansoli
28-01-2014 08:00,4748,142,1519,1424,142,142,1376,3,Ghansoli
28-01-2014 09:00,4003,120,1280,1200,120,120,1160,3,Ghansoli
28-01-2014 10:00,3673,110,1175,1101,110,110,1065,2,Ghansoli
28-01-2014 11:00,4043,121,1293,1212,121,121,1172,3,Ghansoli
28-01-2014 12:00,4545,136,1454,1363,136,136,1318,2,Ghansoli
28-01-2014 13:00,4456,133,1425,1336,133,133,1292,4,Ghansoli
28-01-2014 14:00,4855,145,1553,1456,145,145,1407,4,Ghansoli
28-01-2014 15:00,5266,157,1685,1579,157,157,1527,4,Ghansoli
28-01-2014 16:00,5958,178,1906,1787,178,178,1727,4,Ghansoli
28-01-2014 17:00,5779,173,1849,1733,173,173,1675,3,Ghansoli
28-01-2014 18:00,3873,116,1239,1161,116,116,1123,2,Ghansoli
28-01-2014 19:00,2783,83,890,834,83,83,807,3,Ghansoli
28-01-2014 20:00,2526,75,808,757,75,75,732,4,Ghansoli
28-01-2014 21:00,2264,67,724,679,67,67,656,4,Ghansoli
28-01-2014 22:00,1829,54,585,548,54,54,530,4,Ghansoli
28-01-2014 23:00,1198,35,383,359,35,35,347,4,Ghansoli
29-01-2014 00:00,459,13,146,137,13,13,133,4,Ghansoli
29-01-2014 01:00,292,8,93,87,8,8,84,4,Ghansoli
29-01-2014 02:00,233,6,74,69,6,6,67,5,Ghansoli
29-01-2014 03:00,308,9,98,92,9,9,89,2,Ghansoli
29-01-2014 04:00,771,23,246,231,23,23,223,2,Ghansoli
29-01-2014 05:00,2570,77,822,771,77,77,745,1,Ghansoli
29-01-2014 06:00,5315,159,1700,1594,159,159,1541,3,Ghansoli
29-01-2014 07:00,5986,179,1915,1795,179,179,1735,4,Ghansoli
29-01-2014 08:00,4990,149,1596,1497,149,149,1447,3,Ghansoli
29-01-2014 09:00,5177,155,1656,1553,155,155,1501,2,Ghansoli
29-01-2014 10:00,4243,127,1357,1272,127,127,1230,3,Ghansoli
29-01-2014 11:00,4491,134,1437,1347,134,134,1302,3,Ghansoli
29-01-2014 12:00,4707,141,1506,1412,141,141,1365,1,Ghansoli
29-01-2014 13:00,4750,142,1520,1425,142,142,1377,2,Ghansoli
29-01-2014 14:00,5125,153,1640,1537,153,153,1486,3,Ghansoli
29-01-2014 15:00,5597,167,1791,1679,167,167,1623,3,Ghansoli
29-01-2014 16:00,6285,188,2011,1885,188,188,1822,3,Ghansoli
29-01-2014 17:00,6196,185,1982,1858,185,185,1796,5,Ghansoli
29-01-2014 18:00,4584,137,1466,1375,137,137,1329,3,Ghansoli
29-01-2014 19:00,3122,93,999,936,93,93,905,3,Ghansoli
29-01-2014 20:00,2700,81,864,810,81,81,783,0,Ghansoli
29-01-2014 21:00,2388,71,764,716,71,71,692,3,Ghansoli
29-01-2014 22:00,1527,45,488,458,45,45,442,4,Ghansoli
29-01-2014 23:00,1025,30,328,307,30,30,297,3,Ghansoli
30-01-2014 00:00,499,14,159,149,14,14,144,5,Ghansoli
30-01-2014 01:00,298,8,95,89,8,8,86,4,Ghansoli
30-01-2014 02:00,268,8,85,80,8,8,77,2,Ghansoli
30-01-2014 03:00,382,11,122,114,11,11,110,3,Ghansoli
30-01-2014 04:00,833,24,266,249,24,24,241,5,Ghansoli
30-01-2014 05:00,2519,75,806,755,75,75,730,3,Ghansoli
30-01-2014 06:00,3919,117,1254,1175,117,117,1136,3,Ghansoli
30-01-2014 07:00,3235,97,1035,970,97,97,938,1,Ghansoli
30-01-2014 08:00,2868,86,917,860,86,86,831,2,Ghansoli
30-01-2014 09:00,2827,84,904,848,84,84,819,4,Ghansoli
30-01-2014 10:00,3431,102,1097,1029,102,102,994,5,Ghansoli
30-01-2014 11:00,2893,86,925,867,86,86,838,5,Ghansoli
30-01-2014 12:00,3308,99,1058,992,99,99,959,2,Ghansoli
30-01-2014 13:00,3455,103,1105,1036,103,103,1001,4,Ghansoli
30-01-2014 14:00,3937,118,1259,1181,118,118,1141,2,Ghansoli
30-01-2014 15:00,4289,128,1372,1286,128,128,1243,4,Ghansoli
30-01-2014 16:00,4661,139,1491,1398,139,139,1351,4,Ghansoli
30-01-2014 17:00,4730,141,1513,1419,141,141,1371,4,Ghansoli
30-01-2014 18:00,3652,109,1168,1095,109,109,1059,3,Ghansoli
30-01-2014 19:00,2682,80,858,804,80,80,777,3,Ghansoli
30-01-2014 20:00,2461,73,787,738,73,73,713,4,Ghansoli
30-01-2014 21:00,2219,66,710,665,66,66,643,3,Ghansoli
30-01-2014 22:00,1771,53,566,531,53,53,513,2,Ghansoli
30-01-2014 23:00,1255,37,401,376,37,37,363,4,Ghansoli
31-01-2014 00:00,644,19,206,193,19,19,186,2,Ghansoli
31-01-2014 01:00,390,11,124,117,11,11,113,3,Ghansoli
31-01-2014 02:00,313,9,100,93,9,9,90,3,Ghansoli
31-01-2014 03:00,361,10,115,108,10,10,104,4,Ghansoli
31-01-2014 04:00,734,22,234,220,22,22,212,2,Ghansoli
31-01-2014 05:00,2557,76,818,767,76,76,741,3,Ghansoli
31-01-2014 06:00,5150,154,1648,1545,154,154,1493,2,Ghansoli
31-01-2014 07:00,5363,160,1716,1608,160,160,1555,4,Ghansoli
31-01-2014 08:00,5269,158,1686,1580,158,158,1528,1,Ghansoli
31-01-2014 09:00,4721,141,1510,1416,141,141,1369,3,Ghansoli
31-01-2014 10:00,4548,136,1455,1364,136,136,1318,3,Ghansoli
31-01-2014 11:00,4852,145,1552,1455,145,145,1407,3,Ghansoli
31-01-2014 12:00,5010,150,1603,1503,150,150,1452,2,Ghansoli
31-01-2014 13:00,5043,151,1613,1512,151,151,1462,3,Ghansoli
31-01-2014 14:00,5524,165,1767,1657,165,165,1601,4,Ghansoli
31-01-2014 15:00,5713,171,1828,1713,171,171,1656,3,Ghansoli
31-01-2014 16:00,5979,179,1913,1793,179,179,1733,3,Ghansoli
31-01-2014 17:00,5724,171,1831,1717,171,171,1659,4,Ghansoli
31-01-2014 18:00,5115,153,1636,1534,153,153,1483,3,Ghansoli
31-01-2014 19:00,3951,118,1264,1185,118,118,1145,3,Ghansoli
31-01-2014 20:00,2930,87,937,879,87,87,849,4,Ghansoli
31-01-2014 21:00,2791,83,893,837,83,83,809,3,Ghansoli
31-01-2014 22:00,2964,88,948,889,88,88,859,4,Ghansoli
31-01-2014 23:00,1684,50,538,505,50,50,488,3,Ghansoli
01-02-2014 00:00,1126,33,360,337,33,33,326,4,Ghansoli
01-02-2014 01:00,644,19,206,193,19,19,186,2,Ghansoli
01-02-2014 02:00,495,14,158,148,14,14,143,4,Ghansoli
01-02-2014 03:00,376,11,120,112,11,11,109,2,Ghansoli
01-02-2014 04:00,347,10,111,104,10,10,100,2,Ghansoli
01-02-2014 05:00,699,20,223,209,20,20,202,5,Ghansoli
01-02-2014 06:00,1186,35,379,355,35,35,343,4,Ghansoli
01-02-2014 07:00,1986,59,635,595,59,59,575,4,Ghansoli
01-02-2014 08:00,2694,80,862,808,80,80,781,3,Ghansoli
01-02-2014 09:00,3589,107,1148,1076,107,107,1040,4,Ghansoli
01-02-2014 10:00,3881,116,1241,1164,116,116,1125,3,Ghansoli
01-02-2014 11:00,4526,135,1448,1357,135,135,1312,4,Ghansoli
01-02-2014 12:00,4933,147,1578,1479,147,147,1430,5,Ghansoli
01-02-2014 13:00,4864,145,1556,1459,145,145,1410,4,Ghansoli
01-02-2014 14:00,4779,143,1529,1433,143,143,1385,3,Ghansoli
01-02-2014 15:00,4766,142,1525,1429,142,142,1382,4,Ghansoli
01-02-2014 16:00,4923,147,1575,1476,147,147,1427,4,Ghansoli
01-02-2014 17:00,4394,131,1406,1318,131,131,1274,3,Ghansoli
01-02-2014 18:00,4172,125,1335,1251,125,125,1209,2,Ghansoli
01-02-2014 19:00,3555,106,1137,1066,106,106,1030,4,Ghansoli
01-02-2014 20:00,2743,82,877,822,82,82,795,3,Ghansoli
01-02-2014 21:00,2658,79,850,797,79,79,770,4,Ghansoli
01-02-2014 22:00,2830,84,905,849,84,84,820,4,Ghansoli
01-02-2014 23:00,2296,68,734,688,68,68,665,5,Ghansoli
02-02-2014 00:00,1143,34,365,342,34,34,331,3,Ghansoli
02-02-2014 01:00,695,20,222,208,20,20,201,4,Ghansoli
02-02-2014 02:00,539,16,172,161,16,16,156,2,Ghansoli
02-02-2014 03:00,291,8,93,87,8,8,84,3,Ghansoli
02-02-2014 04:00,284,8,90,85,8,8,82,3,Ghansoli
02-02-2014 05:00,434,13,138,130,13,13,125,2,Ghansoli
02-02-2014 06:00,739,22,236,221,22,22,214,2,Ghansoli
02-02-2014 07:00,962,28,307,288,28,28,278,5,Ghansoli
02-02-2014 08:00,1670,50,534,501,50,50,484,1,Ghansoli
02-02-2014 09:00,2506,75,801,751,75,75,726,3,Ghansoli
02-02-2014 10:00,3114,93,996,934,93,93,903,2,Ghansoli
02-02-2014 11:00,3306,99,1057,991,99,99,958,3,Ghansoli
02-02-2014 12:00,3655,109,1169,1096,109,109,1059,4,Ghansoli
02-02-2014 13:00,3795,113,1214,1138,113,113,1100,4,Ghansoli
02-02-2014 14:00,3944,118,1262,1183,118,118,1143,2,Ghansoli
02-02-2014 15:00,3959,118,1266,1187,118,118,1148,4,Ghansoli
02-02-2014 16:00,4295,128,1374,1288,128,128,1245,4,Ghansoli
02-02-2014 17:00,3567,107,1141,1070,107,107,1034,1,Ghansoli
02-02-2014 18:00,2185,65,699,655,65,65,633,3,Ghansoli
02-02-2014 19:00,1801,54,576,540,54,54,522,1,Ghansoli
02-02-2014 20:00,1748,52,559,524,52,52,506,3,Ghansoli
02-02-2014 21:00,2891,86,925,867,86,86,838,3,Ghansoli
02-02-2014 22:00,1721,51,550,516,51,51,499,3,Ghansoli
02-02-2014 23:00,942,28,301,282,28,28,273,2,Ghansoli
03-02-2014 00:00,456,13,145,136,13,13,132,4,Ghansoli
03-02-2014 01:00,309,9,98,92,9,9,89,3,Ghansoli
03-02-2014 02:00,230,6,73,69,6,6,66,4,Ghansoli
03-02-2014 03:00,319,9,102,95,9,9,92,3,Ghansoli
03-02-2014 04:00,770,23,246,231,23,23,223,1,Ghansoli
03-02-2014 05:00,2503,75,800,750,75,75,725,3,Ghansoli
03-02-2014 06:00,5311,159,1699,1593,159,159,1540,2,Ghansoli
03-02-2014 07:00,6006,180,1921,1801,180,180,1741,3,Ghansoli
03-02-2014 08:00,5554,166,1777,1666,166,166,1610,3,Ghansoli
03-02-2014 09:00,4634,139,1482,1390,139,139,1343,2,Ghansoli
03-02-2014 10:00,4203,126,1344,1260,126,126,1218,3,Ghansoli
03-02-2014 11:00,4303,129,1376,1290,129,129,1247,3,Ghansoli
03-02-2014 12:00,4603,138,1472,1380,138,138,1334,3,Ghansoli
03-02-2014 13:00,4551,136,1456,1365,136,136,1319,3,Ghansoli
03-02-2014 14:00,4934,148,1578,1480,148,148,1430,2,Ghansoli
03-02-2014 15:00,5554,166,1777,1666,166,166,1610,3,Ghansoli
03-02-2014 16:00,6136,184,1963,1840,184,184,1779,2,Ghansoli
03-02-2014 17:00,5810,174,1859,1743,174,174,1684,2,Ghansoli
03-02-2014 18:00,4203,126,1344,1260,126,126,1218,3,Ghansoli
03-02-2014 19:00,2795,83,894,838,83,83,810,4,Ghansoli
03-02-2014 20:00,2432,72,778,729,72,72,705,4,Ghansoli
03-02-2014 21:00,2158,64,690,647,64,64,625,4,Ghansoli
03-02-2014 22:00,1628,48,520,488,48,48,472,4,Ghansoli
03-02-2014 23:00,898,26,287,269,26,26,260,4,Ghansoli
04-02-2014 00:00,442,13,141,132,13,13,128,2,Ghansoli
04-02-2014 01:00,296,8,94,88,8,8,85,5,Ghansoli
04-02-2014 02:00,234,7,74,70,7,7,67,2,Ghansoli
04-02-2014 03:00,340,10,108,102,10,10,98,2,Ghansoli
04-02-2014 04:00,779,23,249,233,23,23,225,3,Ghansoli
04-02-2014 05:00,2636,79,843,790,79,79,764,2,Ghansoli
04-02-2014 06:00,5474,164,1751,1642,164,164,1587,2,Ghansoli
04-02-2014 07:00,6151,184,1968,1845,184,184,1783,3,Ghansoli
04-02-2014 08:00,5662,169,1811,1698,169,169,1641,5,Ghansoli
04-02-2014 09:00,5119,153,1638,1535,153,153,1484,3,Ghansoli
04-02-2014 10:00,4314,129,1380,1294,129,129,1251,2,Ghansoli
04-02-2014 11:00,4327,129,1384,1298,129,129,1254,4,Ghansoli
04-02-2014 12:00,4696,140,1502,1408,140,140,1361,5,Ghansoli
04-02-2014 13:00,4828,144,1544,1448,144,144,1400,4,Ghansoli
04-02-2014 14:00,4913,147,1572,1473,147,147,1424,3,Ghansoli
04-02-2014 15:00,5646,169,1806,1693,169,169,1637,3,Ghansoli
04-02-2014 16:00,6404,192,2049,1921,192,192,1857,1,Ghansoli
04-02-2014 17:00,6120,183,1958,1836,183,183,1774,3,Ghansoli
04-02-2014 18:00,4630,138,1481,1389,138,138,1342,4,Ghansoli
04-02-2014 19:00,2862,85,915,858,85,85,829,5,Ghansoli
04-02-2014 20:00,2454,73,785,736,73,73,711,3,Ghansoli
04-02-2014 21:00,3399,101,1087,1019,101,101,985,5,Ghansoli
04-02-2014 22:00,2605,78,833,781,78,78,755,2,Ghansoli
04-02-2014 23:00,1055,31,337,316,31,31,305,4,Ghansoli
05-02-2014 00:00,488,14,156,146,14,14,141,3,Ghansoli
05-02-2014 01:00,298,8,95,89,8,8,86,4,Ghansoli
05-02-2014 02:00,227,6,72,68,6,6,65,4,Ghansoli
05-02-2014 03:00,334,10,106,100,10,10,96,2,Ghansoli
05-02-2014 04:00,793,23,253,237,23,23,229,5,Ghansoli
05-02-2014 05:00,2602,78,832,780,78,78,754,2,Ghansoli
05-02-2014 06:00,5737,172,1835,1721,172,172,1663,2,Ghansoli
05-02-2014 07:00,6415,192,2052,1924,192,192,1860,3,Ghansoli
05-02-2014 08:00,5633,168,1802,1689,168,168,1633,5,Ghansoli
05-02-2014 09:00,4902,147,1568,1470,147,147,1421,2,Ghansoli
05-02-2014 10:00,4212,126,1347,1263,126,126,1221,3,Ghansoli
05-02-2014 11:00,4299,128,1375,1289,128,128,1246,5,Ghansoli
05-02-2014 12:00,4678,140,1496,1403,140,140,1356,3,Ghansoli
05-02-2014 13:00,4679,140,1497,1403,140,140,1356,3,Ghansoli
05-02-2014 14:00,5115,153,1636,1534,153,153,1483,3,Ghansoli
05-02-2014 15:00,5615,168,1796,1684,168,168,1628,3,Ghansoli
05-02-2014 16:00,6393,191,2045,1917,191,191,1853,5,Ghansoli
05-02-2014 17:00,6058,181,1938,1817,181,181,1756,4,Ghansoli
05-02-2014 18:00,4440,133,1420,1332,133,133,1287,2,Ghansoli
05-02-2014 19:00,3197,95,1023,959,95,95,927,3,Ghansoli
05-02-2014 20:00,2651,79,848,795,79,79,768,3,Ghansoli
